"","X","Scenario","id","Choice","submitdate","startlanguage","startdate","Gender","Age","MaritalStatus","Occupation","Occupation.other.","Education","Householdsize","IncomeLevel","CityCountry","Nationality","DriversLicense","Carownership","ModeOfTransport.SQ001.","ModeOfTransport.SQ002.","ModeOfTransport.SQ003.","ParkingCosts.SQ001.","CongestionCosts.SQ001.","LowIncLikert.SQ001.","AffordableTrLikert.SQ001.","Resources","interviewtime","Time_Group1","Time_Group2","Time_Group3","Time_Group4","DailyTravelCost.Alt1","DelayOfTravel.Alt1","PeopleBenefiting.Alt1","CongestionReduction.Alt1","DailyTravelCost.Alt2","DelayOfTravel.Alt2","PeopleBenefiting.Alt2","CongestionReduction.Alt2","DailyTravelCost.Alt3","DelayOfTravel.Alt3","PeopleBenefiting.Alt3","CongestionReduction.Alt3","RR_Total","percent_RR_Total","RR_Gr2","RR_Gr3","RR_Gr4"
"61",78,"S17","0223551_74","Alt3","1/29/2019 3:37","en","1/29/2019 3:31","Male","40-49 years","I prefer not to answer","Employed - half-employed","","University degree (Fachhochschul-/Universitätsabschluss)","4","20,000-30,000 €","India ","Indian ","Yes","yes, a privately owned/leased car","Car","Car","Car",5,5,2,2,"Based on some measure of need",372.4,127.21,105.82,73.81,65.56,0,0.2,0.15,0.15,3,0,0,0.15,0,0,0,0,1,33.3333333333333,0,1,0
"62",5,"S17","0223551_75","Alt3","1/29/2019 3:48","en","1/29/2019 3:35","Male","30-39 years","Married","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","3","5,000-10,000 €","Kochi, India","Indian","Yes","yes, a company car","Public Transport","Public Transport","Bike",3,1,4,3,"Based on some measure of need",798.7,98.12,39.53,608.7,52.35,0,0.2,0.15,0.15,3,0,0,0.15,0,0,0,0,0,0,0,0,0
"63",57,"S17","0223551_77","Alt3","1/29/2019 4:13","en","1/29/2019 4:01","I prefer not to say","I prefer to to answer","I prefer not to answer","I prefer not to answer.","","I prefer not to answer.","I prefer not to answer.","I prefer not to answer","Mumbai, India","Indian ","Yes","no","Public Transport","Public Transport","Walking",5,5,5,4,"Based on some measure of need",679.38,138.99,48.85,348.91,142.63,0,0.2,0.15,0.15,3,0,0,0.15,0,0,0,0,0,0,0,0,0
"64",53,"S17","0223551_78","Alt1","1/29/2019 4:10","en","1/29/2019 4:04","Female","18-24 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","4","0-5,000 €","Silchar,India","Indian","No","no","Public Transport","Carsharing","Car",5,3,3,2,"Based on some measure of need",353.14,74.21,53.77,163.33,61.83,0,0.2,0.15,0.15,3,0,0,0.15,0,0,0,0,0,0,0,0,0
"65",29,"S17","0223551_79","Alt2","1/29/2019 4:48","en","1/29/2019 4:06","Male","18-24 years","Single","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","3","5,000-10,000 €","Mumbai","Indian","Yes","no","Public Transport","Public Transport","Car",2,3,4,5,"Based on some measure of need",2478.38,126.01,52.55,2212.23,87.59,0,0.2,0.15,0.15,3,0,0,0.15,0,0,0,0,0,0,0,0,0
"66",67,"S17","0223551_81","Alt3","1/29/2019 5:21","en","1/29/2019 5:12","Male","18-24 years","Single","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","4","0-5,000 €","Bengaluru, India","Indian","No","no","Public Transport","Public Transport","Car",4,4,5,2,"Based on some measure of need",541.23,241.44,93.55,131.55,74.69,0,0.2,0.15,0.15,3,0,0,0.15,0,0,0,0,0,0,0,0,0
"67",32,"S17","0223551_83","Alt2","1/29/2019 5:46","en","1/29/2019 5:31","Female","18-24 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","3","I prefer not to answer","City-kolkata 
Country-India","Indian","No","no","Public Transport","Public Transport","Car",3,1,5,4,"Based on some measure of need",853.86,153.61,60.51,523.79,115.95,0,0.2,0.15,0.15,3,0,0,0.15,0,0,0,0,0,0,0,0,0
"68",45,"S17","0223551_84","Alt3","1/29/2019 6:15","en","1/29/2019 6:08","Female","25-29 years","Single","Employed - full-employed","","Graduated after secondary school (Volks-oder Hauptschule)","3","0-5,000 €","Mumbai, India","Indian","No","no","Public Transport","Public Transport","Public Transport",2,1,5,5,"Based on some measure of need",405.76,201.94,41.32,76.3,86.2,0,0.2,0.15,0.15,3,0,0,0.15,0,0,0,0,1,33.3333333333333,0,1,0
"69",51,"S17","0223551_85","Alt3","1/29/2019 8:13","en","1/29/2019 8:07","Male","18-24 years","Single","student (university)","","Graduated after secondary school (Volks-oder Hauptschule)","3","I prefer not to answer","Delft, Netherlands","Indian","No","no","Bike","Bike","Public Transport",2,1,4,1,"",388.63,54.66,19.16,249.93,64.88,0,0.2,0.15,0.15,3,0,0,0.15,0,0,0,0,1,33.3333333333333,1,0,0
"70",56,"S17","0223551_86","Alt1","1/29/2019 10:30","en","1/29/2019 10:15","Male","25-29 years","Single","Employed - full-employed","","Graduated after secondary school (mittlere Reife)","2","5,000-10,000 €","Guwahati","India","No","no","Public Transport","Public Transport","Public Transport",5,5,3,5,"Equally per capita",912.73,214.89,444.35,219.77,33.72,0,0.2,0.15,0.15,3,0,0,0.15,0,0,0,0,1,33.3333333333333,0,0,1
"71",27,"S17","0223551_87","Alt1","1/29/2019 11:12","en","1/29/2019 11:00","Male","25-29 years","Single","student (university)","","Graduate degree (MSc / PhD / etc.)","3","0-5,000 €","Guwahati, India","Indian","Yes","no","Bike","Public Transport","Public Transport",5,5,2,4,"Based on some measure of need",693.86,184.16,85.97,342.28,81.45,0,0.2,0.15,0.15,3,0,0,0.15,0,0,0,0,0,0,0,0,0
"72",72,"S17","0223551_88","Alt2","1/29/2019 11:30","en","1/29/2019 11:22","Female","25-29 years","Single","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","4","I prefer not to answer","Stuttgart, Germany ","Indian ","Yes","no","Public Transport","Public Transport","Public Transport",5,5,3,2,"",469.91,82.29,50.02,238.7,98.9,0,0.2,0.15,0.15,3,0,0,0.15,0,0,0,0,0,0,0,0,0
"73",76,"S17","0223551_9","Alt1","1/27/2019 22:57","en","1/27/2019 22:51","Female","18-24 years","Single","student (university)","","High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)","1","I prefer not to answer","Munich, Germany","Norwegian ","Yes","no","Public Transport","Public Transport","Public Transport",4,2,2,5,"Equally per capita",323.48,71.88,17.65,182.01,51.94,0,0.2,0.15,0.15,3,0,0,0.15,0,0,0,0,1,33.3333333333333,1,0,0
"74",54,"S17","0223551_90","Alt1","1/29/2019 13:40","en","1/29/2019 13:33","Male","18-24 years","Single","student (university)","","Graduated after secondary school (Volks-oder Hauptschule)","3","5,000-10,000 €","Silchar, India","Indian","No","no","Public Transport","Public Transport","Carsharing",5,5,2,4,"Based on some measure of need",429.97,164.06,28.23,177.94,59.74,0,0.2,0.15,0.15,3,0,0,0.15,0,0,0,0,0,0,0,0,0
"75",59,"S17","0223551_92","Alt2","1/29/2019 14:26","en","1/29/2019 14:15","Male","25-29 years","Single","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","1","50,000-60000 €","Munich, Germany","Indian","No","no","Public Transport","Public Transport","Public Transport",2,4,5,1,"Based on some measure of need",697.53,58.36,32.01,345.58,261.58,0,0.2,0.15,0.15,3,0,0,0.15,0,0,0,0,0,0,0,0,0
"76",64,"S17","0223551_93","Alt2","1/29/2019 14:48","en","1/29/2019 14:41","Male","25-29 years","Single","Employed - half-employed","","University degree (Fachhochschul-/Universitätsabschluss)","1","10,000-20,000 €","Munich, Germany","Greek","Yes","no","Public Transport","Public Transport","Public Transport",5,4,3,3,"Based on some measure of need",444.32,45.55,16.43,225.78,156.56,0,0.2,0.15,0.15,3,0,0,0.15,0,0,0,0,1,33.3333333333333,1,0,0
"77",6,"S17","0223551_96","Alt3","1/29/2019 18:43","en","1/29/2019 18:36","Female","30-39 years","Single","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","4","I prefer not to answer","Bangalore, India","Indian","No","no","Bike","Car","Car",1,4,2,1,"Based on some measure of need",421.74,213.99,43.86,110.96,52.93,0,0.2,0.15,0.15,3,0,0,0.15,0,0,0,0,1,33.3333333333333,0,1,0
"78",71,"S17","0223551_98","Alt1","1/30/2019 10:42","en","1/30/2019 10:04","Male","30-39 years","Single","Employed - half-employed","","University degree (Fachhochschul-/Universitätsabschluss)","1","0-5,000 €","Munich, Germany","Greek","Yes","no","Public Transport","Bike","Bike",2,3,4,4,"Equally per capita",2233.39,38.29,16.13,2145.06,33.91,0,0.2,0.15,0.15,3,0,0,0.15,0,0,0,0,2,66.6666666666667,1,0,1
"79",48,"S17","0223551_99","Alt1","1/30/2019 15:17","en","1/30/2019 14:37","Male","25-29 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","2","5,000-10,000 €","Munich, Germany","German","Yes","yes, a privately owned/leased car","Bike","Public Transport","Public Transport",2,2,3,1,"Based on some measure of need",2408.79,105.26,40.47,723.18,1539.88,0,0.2,0.15,0.15,3,0,0,0.15,0,0,0,0,0,0,0,0,0
"80",646,"S17","0359383_100","Alt2","2/7/2019 7:56","en","2/7/2019 7:36","Male","18-24 years","Single","student (university)","","High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)","1","0-5,000 €","Munich, Germany","Austrian","Yes","no","Public Transport","Public Transport","Bike",4,4,4,3,"Based on some measure of need",1196.46,259.87,57.5,747.16,131.93,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
"81",680,"S17","0359383_101","Alt2","2/8/2019 2:07","en","2/8/2019 2:02","Female","25-29 years","Single","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","1","40,000-50,000 €","MUNICH, GERMANY","German","Yes","yes, a privately owned/leased car","Public Transport","Car","Car",1,5,3,3,"Equally per capita",292.44,66.83,28.18,156.1,41.33,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,1,33.3333333333333,0,0,1
"82",648,"S17","0359383_102","Alt2","2/8/2019 22:45","en","2/8/2019 22:41","Male","25-29 years","Single","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","2","50,000-60000 €","Munich, Germany","German","Yes","yes, a privately owned/leased car","Car","Car","Car",2,1,1,4,"Equally per capita",238.43,73.8,19.7,106.53,38.4,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,3,100,1,1,1
"83",700,"S17","0359383_13","Alt2","1/28/2019 10:01","en","1/28/2019 9:58","Female","30-39 years","Married","Other","Freelance","Graduate degree (MSc / PhD / etc.)","2","20,000-30,000 €","Munich, Germany","American","Yes","no","Public Transport","Walking","Bike",4,2,3,5,"Equally per capita",173.88,37.66,17.77,91.24,27.21,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,3,100,1,1,1
"84",666,"S17","0359383_14","Alt1","1/28/2019 10:17","en","1/28/2019 10:12","Male","30-39 years","Married","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)",">4","40,000-50,000 €","Manila, Philippines","Filipino","Yes","yes, a privately owned/leased car","Public Transport","Car","Carsharing",3,4,2,4,"Equally per capita",295.37,104.24,31.93,109.68,49.52,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,1,33.3333333333333,0,1,0
"85",642,"S17","0359383_15","Alt2","1/28/2019 10:37","en","1/28/2019 10:31","Female","50-64 years","Married","I prefer not to answer.","","University degree (Fachhochschul-/Universitätsabschluss)","3","I prefer not to answer","Pune. India","Australian
","Yes","no","Car","Car","Car",5,5,3,1,"",398.02,67.72,29.31,216.67,84.32,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
"86",681,"S17","0359383_17","Alt2","1/28/2019 10:58","en","1/28/2019 10:53","Male","25-29 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","1","0-5,000 €","Munich, Germany","Russian","Yes","no","Public Transport","Bike","Bike",4,4,5,4,"Based on some measure of need",334.86,75.75,28.32,150.61,80.18,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
"87",660,"S17","0359383_18","Alt2","1/28/2019 11:09","en","1/28/2019 10:53","Male","30-39 years","Married","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","3","5,000-10,000 €","Cairo, Egypt","Egyptian","Yes","yes, a company car","Car","Bike-sharing","Public Transport",1,1,1,3,"Based on some measure of need",944.73,125.47,62.13,649.26,107.87,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
"88",654,"S17","0359383_19","Alt2","1/28/2019 12:05","en","1/28/2019 10:54","Male","30-39 years","Single","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","4","30,000-40,000 €","Cairo, Egypt ","Egyptian ","Yes","yes, a privately owned/leased car","Car","Car","Car",2,1,2,4,"Based on some measure of need",4286.76,103.18,41.85,669.24,3472.49,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
"89",645,"S17","0359383_20","Alt1","1/28/2019 10:59","en","1/28/2019 10:54","Male","25-29 years","Single","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","2","40,000-50,000 €","Munich","Egyptian","Yes","yes, a privately owned/leased car","Car","Car","Public Transport",3,4,5,5,"Equally per capita",308.93,158.03,29.34,70.38,51.18,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,1,33.3333333333333,0,1,0
"90",638,"S17","0359383_21","Alt3","1/28/2019 11:01","en","1/28/2019 10:56","Male","30-39 years","Married","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","4","I prefer not to answer","Egypt","Egyptian","Yes","yes, a privately owned/leased car","Car","Car","Car",3,3,5,3,"Based on some measure of need",316.44,104.7,36.85,86.56,88.33,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,1,33.3333333333333,0,1,0
"91",643,"S17","0359383_22","Alt1","1/28/2019 11:06","en","1/28/2019 10:58","Male","30-39 years","Married","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)",">4","10,000-20,000 €","Cairo, Egypt ","Egyptian ","Yes","yes, a privately owned/leased car","Car","Car","Car",3,3,3,3,"Based on some measure of need",474.4,101.46,30.77,280.77,61.4,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
"92",672,"S17","0359383_23","Alt3","1/28/2019 11:07","en","1/28/2019 10:59","Male","30-39 years","Single","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","3","10,000-20,000 €","Cairo","Egyptian","Yes","yes, a privately owned/leased car","Public Transport","Car","Car",5,1,5,5,"Based on some measure of need",337.45,151.62,36.94,97.64,51.25,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,1,33.3333333333333,0,1,0
"93",678,"S17","0359383_24","Alt1","1/28/2019 11:05","en","1/28/2019 11:02","Male","30-39 years","Single","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)",">4","20,000-30,000 €","Cairo, Egypt","Egyptian","Yes","yes, a privately owned/leased car","Car","Car","Car",3,3,3,3,"Equally per capita",175.67,73.26,27,52.95,22.46,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,2,66.6666666666667,0,1,1
"94",677,"S17","0359383_26","Alt3","1/28/2019 11:22","en","1/28/2019 11:10","Male","30-39 years","Married","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","3","5,000-10,000 €","Doha, Qatar","Egyptian ","Yes","yes, a privately owned/leased car","Car","Car","Car",1,1,5,3,"Based on some measure of need",728.52,84.99,44.58,538.41,60.54,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
"95",661,"S17","0359383_27","Alt2","1/28/2019 11:27","en","1/28/2019 11:11","Male","30-39 years","Single","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","3","5,000-10,000 €","Cairo, Egypt","Egyptian","No","no","Car","Car","Car",3,3,5,2,"Equally per capita",921.62,236.83,53.34,467.58,163.87,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
"96",663,"S17","0359383_28","Alt2","1/28/2019 11:37","en","1/28/2019 11:15","Male","30-39 years","Married","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","2",">70000 €","Luanda - Angola","Lebanese","Yes","yes, a company car","Car","Walking","Walking",5,2,2,5,"Based on some measure of need",1301.21,808.07,92.76,303,97.38,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
"97",686,"S17","0359383_30","Alt3","1/28/2019 12:13","en","1/28/2019 12:06","Male","30-39 years","Married","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","4","I prefer not to answer","Egypt ","Egyptian ","Yes","yes, a privately owned/leased car","Car","Walking","Car",3,3,5,5,"",424.74,140.37,57.96,110.26,116.15,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,1,33.3333333333333,0,1,0
"98",679,"S17","0359383_31","Alt1","1/28/2019 12:50","en","1/28/2019 12:26","Male","30-39 years","Married","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)",">4","I prefer not to answer","Doha, Qatar","Egyptian","Yes","yes, a privately owned/leased car","Car","Car","Car",2,1,3,4,"Based on some measure of need",1448.46,67.36,27.97,1274.94,78.19,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
"99",665,"S17","0359383_32","Alt2","1/28/2019 12:51","en","1/28/2019 12:38","Male","25-29 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)",">4","0-5,000 €","München, Germany ","Nigerian","No","no","Public Transport","Walking","Walking",5,3,4,3,"Based on some measure of need",745.4,86.97,39.3,531.78,87.35,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
"100",634,"S17","0359383_35","Alt1","1/28/2019 13:54","en","1/28/2019 12:54","Male","30-39 years","Married","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","4","20,000-30,000 €","Cairo, Egyot","Egyptian ","Yes","yes, a privately owned/leased car","Car","Car","Car",3,4,5,4,"Based on some measure of need",336.47,62.6,19.76,199.95,54.16,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,1,33.3333333333333,1,0,0
"101",651,"S17","0359383_36","Alt3","1/28/2019 13:00","en","1/28/2019 12:54","Female","30-39 years","Married","Other","Self employed","University degree (Fachhochschul-/Universitätsabschluss)","4",">70000 €","Indianapolis, IN ","American ","Yes","yes, a privately owned/leased car","Car","Car","Car",3,3,3,5,"Based on some measure of need",360.76,99.59,20.55,196.17,44.45,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,2,66.6666666666667,1,0,1
"102",656,"S17","0359383_37","Alt2","1/28/2019 13:03","en","1/28/2019 12:55","Female","30-39 years","Married","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","4",">70000 €","West Lafayette, Indiana, United States","American ","Yes","yes, a privately owned/leased car","Car","Car","Car",4,3,4,3,"Based on some measure of need",456.94,74.73,25.42,216.71,140.08,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
"103",669,"S17","0359383_39","Alt1","1/28/2019 13:22","en","1/28/2019 13:14","Male","25-29 years","Single","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","1","I prefer not to answer","Luanda, Angola","Lebanese","Yes","yes, a company car","Car","Car","Car",3,4,5,1,"Based on some measure of need",460.32,83.68,22.07,262.71,91.86,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,1,33.3333333333333,1,0,0
"104",664,"S17","0359383_41","Alt2","1/28/2019 13:58","en","1/28/2019 13:52","Female","30-39 years","Married","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","2","I prefer not to answer","Minneapolis, Minnesota, USA","American","Yes","yes, a privately owned/leased car","Car","Car","Car",2,2,3,4,"Based on some measure of need",367.11,71.99,25.34,211.21,58.57,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
"105",671,"S17","0359383_42","Alt3","1/28/2019 14:05","en","1/28/2019 14:00","Female","30-39 years","Single","Other","Freelancer","Graduate degree (MSc / PhD / etc.)","2","I prefer not to answer","Gozo (that's an island, not a city mind you) (Malta)","Swedish","No","no","Public Transport","Public Transport","Public Transport",5,5,3,5,"Equally per capita",358.66,109.99,20.63,166.76,61.28,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,1,33.3333333333333,1,0,0
"106",675,"S17","0359383_43","Alt2","1/28/2019 14:13","en","1/28/2019 14:07","Female","30-39 years","Married","Employed - full-employed","","High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)",">4",">70000 €","Indianapolis, Indiana ","United States Citizen","Yes","yes, a privately owned/leased car","Car","Car","Car",5,5,3,3,"Equally per capita",349.73,94.97,37.58,163,54.18,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
"107",684,"S17","0359383_46","Alt2","1/28/2019 15:00","en","1/28/2019 14:40","Male","25-29 years","Single","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","3","I prefer not to answer","Cairo, Egypt","egyptian","Yes","yes, a privately owned/leased car","Public Transport","Car","Car",5,1,5,5,"Equally per capita",1206.72,131.84,50.66,939.86,84.36,0,0.2,0,0.3,1.5,-0.2,0.15,0.3,0,0,0,0,0,0,0,0,0
